region_id,station,observed_at,temperature_c,precipitation_mm_24h,wind_speed_mps,snow_depth_cm,cold_wave_risk,snowstorm_risk,drought_risk,data_source,source_id,dataset_name,is_sample,imported_at,n_grid_cells
guoluo-jiuzhi,CMFD_regional_guoluo-jiuzhi,2018-02-01 00:00,-8.7,9.4,2.7,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.698802+00:00,150
haibei-gangcha,CMFD_regional_haibei-gangcha,2018-02-01 00:00,-12.8,2.5,3.1,0,高,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.698864+00:00,144
huangnan-zeku,CMFD_regional_huangnan-zeku,2018-02-01 00:00,-10.7,3.4,2.3,0,高,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.698924+00:00,112
ganzi-shiqu,CMFD_regional_ganzi-shiqu,2018-02-01 00:00,-10.3,19.7,2.3,0,高,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.698991+00:00,380
ganzi-seda,CMFD_regional_ganzi-seda,2018-02-01 00:00,-6.7,8.1,2.6,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.699052+00:00,208
aba-hongyuan,CMFD_regional_aba-hongyuan,2018-02-01 00:00,-5.1,12.9,2.3,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.699111+00:00,196
gannan-luqu,CMFD_regional_gannan-luqu,2018-02-01 00:00,-8.4,3.4,2.4,0,中,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.699168+00:00,80
linzhi-bayi,CMFD_regional_linzhi-bayi,2018-02-01 00:00,-4.3,17.7,2.2,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.699224+00:00,144
naqu-bange,CMFD_regional_naqu-bange,2018-03-01 00:00,-5.2,9.4,3.4,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.708341+00:00,529
naqu-seni,CMFD_regional_naqu-seni,2018-03-01 00:00,-6.3,16.5,2.3,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.708442+00:00,280
naqu-nierong,CMFD_regional_naqu-nierong,2018-03-01 00:00,-6.8,6.3,3.0,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.708513+00:00,187
naqu-anduo,CMFD_regional_naqu-anduo,2018-03-01 00:00,-9.8,6.7,3.8,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.708639+00:00,1872
naqu-shenzha,CMFD_regional_naqu-shenzha,2018-03-01 00:00,-6.1,5.5,4.1,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.708714+00:00,440
changdu-karuo,CMFD_regional_changdu-karuo,2018-03-01 00:00,-3.0,11.1,1.6,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.708778+00:00,208
changdu-luolong,CMFD_regional_changdu-luolong,2018-03-01 00:00,-3.7,24.5,2.4,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.708837+00:00,140
changdu-leiwuqi,CMFD_regional_changdu-leiwuqi,2018-03-01 00:00,-3.4,13.2,1.8,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.708902+00:00,120
changdu-jiangda,CMFD_regional_changdu-jiangda,2018-03-01 00:00,-3.6,10.0,1.6,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.708965+00:00,256
rikaze-xietongmen,CMFD_regional_rikaze-xietongmen,2018-03-01 00:00,-4.8,5.4,3.2,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.709030+00:00,209
rikaze-jiangzi,CMFD_regional_rikaze-jiangzi,2018-03-01 00:00,-1.5,10.5,3.9,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.709091+00:00,77
rikaze-kangma,CMFD_regional_rikaze-kangma,2018-03-01 00:00,-3.9,22.1,4.4,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.709153+00:00,84
rikaze-zhongba,CMFD_regional_rikaze-zhongba,2018-03-01 00:00,-7.4,19.6,4.5,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.709250+00:00,702
shannan-cuona,CMFD_regional_shannan-cuona,2018-03-01 00:00,6.0,51.1,2.2,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.709371+00:00,480
ali-gaize,CMFD_regional_ali-gaize,2018-03-01 00:00,-9.7,7.3,4.4,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.709500+00:00,1892
yushu-chengduo,CMFD_regional_yushu-chengduo,2018-03-01 00:00,-6.5,21.6,2.6,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.709585+00:00,323
yushu-zaduo,CMFD_regional_yushu-zaduo,2018-03-01 00:00,-7.0,8.9,2.5,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.709912+00:00,578
guoluo-maqin,CMFD_regional_guoluo-maqin,2018-03-01 00:00,-5.6,21.4,2.1,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.710097+00:00,352
guoluo-jiuzhi,CMFD_regional_guoluo-jiuzhi,2018-03-01 00:00,-4.7,41.9,2.0,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.710173+00:00,150
haibei-gangcha,CMFD_regional_haibei-gangcha,2018-03-01 00:00,-3.8,5.2,3.0,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.710244+00:00,144
huangnan-zeku,CMFD_regional_huangnan-zeku,2018-03-01 00:00,-3.4,12.6,2.0,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.710332+00:00,112
ganzi-shiqu,CMFD_regional_ganzi-shiqu,2018-03-01 00:00,-7.0,18.5,2.2,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.710405+00:00,380
ganzi-seda,CMFD_regional_ganzi-seda,2018-03-01 00:00,-4.0,18.2,2.2,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.710470+00:00,208
aba-hongyuan,CMFD_regional_aba-hongyuan,2018-03-01 00:00,-0.9,35.3,2.3,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.710533+00:00,196
gannan-luqu,CMFD_regional_gannan-luqu,2018-03-01 00:00,-1.6,23.9,2.5,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.710594+00:00,80
linzhi-bayi,CMFD_regional_linzhi-bayi,2018-03-01 00:00,-2.1,33.4,1.9,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.710656+00:00,144
naqu-bange,CMFD_regional_naqu-bange,2018-04-01 00:00,-0.9,13.8,3.1,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.718434+00:00,529
naqu-seni,CMFD_regional_naqu-seni,2018-04-01 00:00,-1.9,21.9,2.3,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.718506+00:00,280
naqu-nierong,CMFD_regional_naqu-nierong,2018-04-01 00:00,-3.1,21.1,2.9,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.718570+00:00,187
naqu-anduo,CMFD_regional_naqu-anduo,2018-04-01 00:00,-4.3,12.8,3.8,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.718678+00:00,1872
naqu-shenzha,CMFD_regional_naqu-shenzha,2018-04-01 00:00,-1.4,17.2,3.6,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.718746+00:00,440
changdu-karuo,CMFD_regional_changdu-karuo,2018-04-01 00:00,1.9,12.6,1.9,0,低,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.718805+00:00,208
changdu-luolong,CMFD_regional_changdu-luolong,2018-04-01 00:00,-0.2,22.2,2.6,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.718869+00:00,140
changdu-leiwuqi,CMFD_regional_changdu-leiwuqi,2018-04-01 00:00,1.3,30.5,2.2,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.718931+00:00,120
changdu-jiangda,CMFD_regional_changdu-jiangda,2018-04-01 00:00,1.1,13.3,1.8,0,低,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.718991+00:00,256
rikaze-xietongmen,CMFD_regional_rikaze-xietongmen,2018-04-01 00:00,-0.3,20.7,2.6,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.719053+00:00,209
rikaze-jiangzi,CMFD_regional_rikaze-jiangzi,2018-04-01 00:00,2.3,27.3,3.7,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.719110+00:00,77
rikaze-kangma,CMFD_regional_rikaze-kangma,2018-04-01 00:00,-0.3,34.9,4.2,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.719164+00:00,84
rikaze-zhongba,CMFD_regional_rikaze-zhongba,2018-04-01 00:00,-2.4,25.7,3.6,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.719249+00:00,702
shannan-cuona,CMFD_regional_shannan-cuona,2018-04-01 00:00,9.9,72.2,2.2,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.719324+00:00,480
ali-gaize,CMFD_regional_ali-gaize,2018-04-01 00:00,-3.9,11.2,4.2,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.719415+00:00,1892
yushu-chengduo,CMFD_regional_yushu-chengduo,2018-04-01 00:00,-2.6,26.7,2.7,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.719478+00:00,323
yushu-zaduo,CMFD_regional_yushu-zaduo,2018-04-01 00:00,-2.8,19.9,2.7,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.719543+00:00,578
guoluo-maqin,CMFD_regional_guoluo-maqin,2018-04-01 00:00,-1.3,49.3,2.1,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.719603+00:00,352
guoluo-jiuzhi,CMFD_regional_guoluo-jiuzhi,2018-04-01 00:00,-0.0,57.5,2.3,0,中,高,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.719664+00:00,150
haibei-gangcha,CMFD_regional_haibei-gangcha,2018-04-01 00:00,0.3,22.3,3.2,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.719724+00:00,144
huangnan-zeku,CMFD_regional_huangnan-zeku,2018-04-01 00:00,0.8,57.4,2.2,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.719782+00:00,112
ganzi-shiqu,CMFD_regional_ganzi-shiqu,2018-04-01 00:00,-2.6,42.0,2.4,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.719859+00:00,380
ganzi-seda,CMFD_regional_ganzi-seda,2018-04-01 00:00,0.4,34.3,2.3,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.719967+00:00,208
aba-hongyuan,CMFD_regional_aba-hongyuan,2018-04-01 00:00,2.3,88.2,2.4,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.720064+00:00,196
gannan-luqu,CMFD_regional_gannan-luqu,2018-04-01 00:00,1.6,86.6,2.6,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.720136+00:00,80
linzhi-bayi,CMFD_regional_linzhi-bayi,2018-04-01 00:00,1.5,24.0,2.0,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.720199+00:00,144
naqu-bange,CMFD_regional_naqu-bange,2018-05-01 00:00,3.5,20.8,3.4,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.727590+00:00,529
naqu-seni,CMFD_regional_naqu-seni,2018-05-01 00:00,2.5,32.8,2.6,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.727661+00:00,280
naqu-nierong,CMFD_regional_naqu-nierong,2018-05-01 00:00,1.1,30.5,3.1,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.727727+00:00,187
naqu-anduo,CMFD_regional_naqu-anduo,2018-05-01 00:00,-0.3,17.5,4.1,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.727845+00:00,1872
naqu-shenzha,CMFD_regional_naqu-shenzha,2018-05-01 00:00,3.2,14.4,4.0,0,低,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.727927+00:00,440
changdu-karuo,CMFD_regional_changdu-karuo,2018-05-01 00:00,6.0,45.5,2.0,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.727992+00:00,208
changdu-luolong,CMFD_regional_changdu-luolong,2018-05-01 00:00,3.0,35.3,2.6,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.728051+00:00,140
changdu-leiwuqi,CMFD_regional_changdu-leiwuqi,2018-05-01 00:00,4.9,53.1,2.0,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.728113+00:00,120
changdu-jiangda,CMFD_regional_changdu-jiangda,2018-05-01 00:00,5.2,50.9,1.8,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.728213+00:00,256
rikaze-xietongmen,CMFD_regional_rikaze-xietongmen,2018-05-01 00:00,4.0,20.6,2.7,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.728343+00:00,209
rikaze-jiangzi,CMFD_regional_rikaze-jiangzi,2018-05-01 00:00,6.0,24.0,4.1,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.728415+00:00,77
rikaze-kangma,CMFD_regional_rikaze-kangma,2018-05-01 00:00,3.4,27.1,4.8,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.728478+00:00,84
rikaze-zhongba,CMFD_regional_rikaze-zhongba,2018-05-01 00:00,1.9,32.8,4.1,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.728574+00:00,702
shannan-cuona,CMFD_regional_shannan-cuona,2018-05-01 00:00,12.9,136.5,2.2,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.728656+00:00,480
ali-gaize,CMFD_regional_ali-gaize,2018-05-01 00:00,-0.1,18.6,4.7,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.728770+00:00,1892
yushu-chengduo,CMFD_regional_yushu-chengduo,2018-05-01 00:00,1.9,43.3,2.8,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.728840+00:00,323
yushu-zaduo,CMFD_regional_yushu-zaduo,2018-05-01 00:00,1.3,36.2,2.8,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.728911+00:00,578
guoluo-maqin,CMFD_regional_guoluo-maqin,2018-05-01 00:00,3.2,65.6,2.0,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.728980+00:00,352
guoluo-jiuzhi,CMFD_regional_guoluo-jiuzhi,2018-05-01 00:00,4.2,66.5,1.9,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.729039+00:00,150
haibei-gangcha,CMFD_regional_haibei-gangcha,2018-05-01 00:00,4.7,50.3,3.3,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.729100+00:00,144
huangnan-zeku,CMFD_regional_huangnan-zeku,2018-05-01 00:00,4.9,70.4,2.1,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.729158+00:00,112
ganzi-shiqu,CMFD_regional_ganzi-shiqu,2018-05-01 00:00,2.1,61.3,2.4,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.729219+00:00,380
ganzi-seda,CMFD_regional_ganzi-seda,2018-05-01 00:00,4.4,78.1,2.2,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.729284+00:00,208
aba-hongyuan,CMFD_regional_aba-hongyuan,2018-05-01 00:00,5.8,136.1,2.3,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.729345+00:00,196
gannan-luqu,CMFD_regional_gannan-luqu,2018-05-01 00:00,6.0,118.7,2.6,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.729402+00:00,80
linzhi-bayi,CMFD_regional_linzhi-bayi,2018-05-01 00:00,4.8,46.4,2.2,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.729459+00:00,144
naqu-bange,CMFD_regional_naqu-bange,2018-06-01 00:00,8.2,71.5,3.3,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.737515+00:00,529
naqu-seni,CMFD_regional_naqu-seni,2018-06-01 00:00,7.2,87.6,2.5,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.737590+00:00,280
naqu-nierong,CMFD_regional_naqu-nierong,2018-06-01 00:00,5.1,83.1,2.6,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.737651+00:00,187
naqu-anduo,CMFD_regional_naqu-anduo,2018-06-01 00:00,4.9,68.1,3.8,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.737756+00:00,1872
naqu-shenzha,CMFD_regional_naqu-shenzha,2018-06-01 00:00,8.5,67.5,3.5,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.737823+00:00,440
changdu-karuo,CMFD_regional_changdu-karuo,2018-06-01 00:00,9.4,91.5,1.8,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.737882+00:00,208
changdu-luolong,CMFD_regional_changdu-luolong,2018-06-01 00:00,7.4,48.7,2.5,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.738007+00:00,140
changdu-leiwuqi,CMFD_regional_changdu-leiwuqi,2018-06-01 00:00,8.7,110.4,1.8,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.738120+00:00,120
changdu-jiangda,CMFD_regional_changdu-jiangda,2018-06-01 00:00,8.1,110.2,1.7,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.738194+00:00,256
rikaze-xietongmen,CMFD_regional_rikaze-xietongmen,2018-06-01 00:00,8.5,56.9,2.2,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.738261+00:00,209
rikaze-jiangzi,CMFD_regional_rikaze-jiangzi,2018-06-01 00:00,10.3,39.4,4.1,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.738321+00:00,77
rikaze-kangma,CMFD_regional_rikaze-kangma,2018-06-01 00:00,7.8,37.6,5.0,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.738379+00:00,84
rikaze-zhongba,CMFD_regional_rikaze-zhongba,2018-06-01 00:00,7.9,39.7,3.3,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.738474+00:00,702
shannan-cuona,CMFD_regional_shannan-cuona,2018-06-01 00:00,16.1,249.7,2.1,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.738552+00:00,480
ali-gaize,CMFD_regional_ali-gaize,2018-06-01 00:00,6.3,39.6,4.1,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.738655+00:00,1892
yushu-chengduo,CMFD_regional_yushu-chengduo,2018-06-01 00:00,5.3,96.9,2.5,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.738718+00:00,323
yushu-zaduo,CMFD_regional_yushu-zaduo,2018-06-01 00:00,4.8,85.9,2.3,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.738785+00:00,578
guoluo-maqin,CMFD_regional_guoluo-maqin,2018-06-01 00:00,6.4,92.4,2.1,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.738846+00:00,352
guoluo-jiuzhi,CMFD_regional_guoluo-jiuzhi,2018-06-01 00:00,6.9,113.7,2.1,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.738902+00:00,150
haibei-gangcha,CMFD_regional_haibei-gangcha,2018-06-01 00:00,7.9,77.0,2.7,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.738960+00:00,144
huangnan-zeku,CMFD_regional_huangnan-zeku,2018-06-01 00:00,7.9,103.5,1.9,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.739014+00:00,112
ganzi-shiqu,CMFD_regional_ganzi-shiqu,2018-06-01 00:00,5.7,102.0,2.4,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.739074+00:00,380
ganzi-seda,CMFD_regional_ganzi-seda,2018-06-01 00:00,7.3,125.4,2.1,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.739132+00:00,208
aba-hongyuan,CMFD_regional_aba-hongyuan,2018-06-01 00:00,8.2,140.5,2.1,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.739188+00:00,196
gannan-luqu,CMFD_regional_gannan-luqu,2018-06-01 00:00,8.7,125.1,2.2,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.739242+00:00,80
linzhi-bayi,CMFD_regional_linzhi-bayi,2018-06-01 00:00,8.3,66.2,1.8,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.739296+00:00,144
naqu-bange,CMFD_regional_naqu-bange,2018-07-01 00:00,8.5,135.6,2.6,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.746105+00:00,529
naqu-seni,CMFD_regional_naqu-seni,2018-07-01 00:00,8.6,168.1,2.2,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.746182+00:00,280
naqu-nierong,CMFD_regional_naqu-nierong,2018-07-01 00:00,7.6,137.7,2.2,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.746250+00:00,187
naqu-anduo,CMFD_regional_naqu-anduo,2018-07-01 00:00,7.5,86.7,3.0,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.746375+00:00,1872
naqu-shenzha,CMFD_regional_naqu-shenzha,2018-07-01 00:00,8.8,124.9,2.9,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.746444+00:00,440
changdu-karuo,CMFD_regional_changdu-karuo,2018-07-01 00:00,10.2,134.0,1.7,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.746504+00:00,208
changdu-luolong,CMFD_regional_changdu-luolong,2018-07-01 00:00,8.8,103.9,2.2,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.746560+00:00,140
changdu-leiwuqi,CMFD_regional_changdu-leiwuqi,2018-07-01 00:00,9.7,117.5,1.6,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.746618+00:00,120
changdu-jiangda,CMFD_regional_changdu-jiangda,2018-07-01 00:00,9.2,172.9,1.7,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.746678+00:00,256
rikaze-xietongmen,CMFD_regional_rikaze-xietongmen,2018-07-01 00:00,7.2,171.1,1.8,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.746745+00:00,209
rikaze-jiangzi,CMFD_regional_rikaze-jiangzi,2018-07-01 00:00,9.6,106.3,3.7,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.746804+00:00,77
rikaze-kangma,CMFD_regional_rikaze-kangma,2018-07-01 00:00,7.9,70.1,4.6,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.746863+00:00,84
rikaze-zhongba,CMFD_regional_rikaze-zhongba,2018-07-01 00:00,8.5,95.0,2.9,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.746954+00:00,702
