region_id,station,observed_at,temperature_c,precipitation_mm_24h,wind_speed_mps,snow_depth_cm,cold_wave_risk,snowstorm_risk,drought_risk,data_source,source_id,dataset_name,is_sample,imported_at,n_grid_cells
huangnan-zeku,CMFD_regional_huangnan-zeku,2015-12-01 00:00,-13.7,3.2,1.8,0,高,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.442357+00:00,112
ganzi-shiqu,CMFD_regional_ganzi-shiqu,2015-12-01 00:00,-12.9,5.3,2.0,0,高,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.442423+00:00,380
ganzi-seda,CMFD_regional_ganzi-seda,2015-12-01 00:00,-10.7,4.0,1.7,0,高,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.442484+00:00,208
aba-hongyuan,CMFD_regional_aba-hongyuan,2015-12-01 00:00,-8.8,10.1,1.9,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.442547+00:00,196
gannan-luqu,CMFD_regional_gannan-luqu,2015-12-01 00:00,-9.8,2.4,1.9,0,中,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.442605+00:00,80
linzhi-bayi,CMFD_regional_linzhi-bayi,2015-12-01 00:00,-6.7,2.8,1.9,0,中,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.442666+00:00,144
naqu-bange,CMFD_regional_naqu-bange,2016-01-01 00:00,-12.4,7.7,3.4,0,高,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.451816+00:00,529
naqu-seni,CMFD_regional_naqu-seni,2016-01-01 00:00,-14.2,11.2,2.2,0,高,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.451896+00:00,280
naqu-nierong,CMFD_regional_naqu-nierong,2016-01-01 00:00,-15.7,10.0,2.8,0,高,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.451962+00:00,187
naqu-anduo,CMFD_regional_naqu-anduo,2016-01-01 00:00,-17.7,7.1,4.1,0,高,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.452081+00:00,1872
naqu-shenzha,CMFD_regional_naqu-shenzha,2016-01-01 00:00,-13.8,12.8,3.4,0,高,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.452155+00:00,440
changdu-karuo,CMFD_regional_changdu-karuo,2016-01-01 00:00,-9.8,3.5,1.4,0,中,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.452226+00:00,208
changdu-luolong,CMFD_regional_changdu-luolong,2016-01-01 00:00,-10.5,3.8,2.5,0,高,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.452288+00:00,140
changdu-leiwuqi,CMFD_regional_changdu-leiwuqi,2016-01-01 00:00,-10.2,2.3,1.9,0,高,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.452348+00:00,120
changdu-jiangda,CMFD_regional_changdu-jiangda,2016-01-01 00:00,-10.6,4.6,1.4,0,高,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.452408+00:00,256
rikaze-xietongmen,CMFD_regional_rikaze-xietongmen,2016-01-01 00:00,-12.9,5.9,2.3,0,高,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.452479+00:00,209
rikaze-jiangzi,CMFD_regional_rikaze-jiangzi,2016-01-01 00:00,-8.3,3.1,3.1,0,中,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.452542+00:00,77
rikaze-kangma,CMFD_regional_rikaze-kangma,2016-01-01 00:00,-10.2,4.2,3.6,0,高,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.452601+00:00,84
rikaze-zhongba,CMFD_regional_rikaze-zhongba,2016-01-01 00:00,-16.1,8.0,3.1,0,高,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.452697+00:00,702
shannan-cuona,CMFD_regional_shannan-cuona,2016-01-01 00:00,0.6,8.4,1.7,0,低,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.452787+00:00,480
ali-gaize,CMFD_regional_ali-gaize,2016-01-01 00:00,-19.6,7.1,2.8,0,高,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.452891+00:00,1892
yushu-chengduo,CMFD_regional_yushu-chengduo,2016-01-01 00:00,-14.2,3.7,2.9,0,高,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.452959+00:00,323
yushu-zaduo,CMFD_regional_yushu-zaduo,2016-01-01 00:00,-14.6,10.8,3.0,0,高,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.453044+00:00,578
guoluo-maqin,CMFD_regional_guoluo-maqin,2016-01-01 00:00,-15.2,3.7,2.5,0,高,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.453112+00:00,352
guoluo-jiuzhi,CMFD_regional_guoluo-jiuzhi,2016-01-01 00:00,-13.0,6.8,2.5,0,高,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.453183+00:00,150
haibei-gangcha,CMFD_regional_haibei-gangcha,2016-01-01 00:00,-15.0,2.8,3.1,0,高,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.453288+00:00,144
huangnan-zeku,CMFD_regional_huangnan-zeku,2016-01-01 00:00,-14.7,7.4,2.2,0,高,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.453385+00:00,112
ganzi-shiqu,CMFD_regional_ganzi-shiqu,2016-01-01 00:00,-14.6,8.9,2.4,0,高,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.453502+00:00,380
ganzi-seda,CMFD_regional_ganzi-seda,2016-01-01 00:00,-12.6,7.0,2.0,0,高,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.453608+00:00,208
aba-hongyuan,CMFD_regional_aba-hongyuan,2016-01-01 00:00,-10.1,9.9,1.9,0,高,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.453675+00:00,196
gannan-luqu,CMFD_regional_gannan-luqu,2016-01-01 00:00,-10.7,4.5,2.3,0,高,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.453751+00:00,80
linzhi-bayi,CMFD_regional_linzhi-bayi,2016-01-01 00:00,-8.4,8.6,1.9,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.453939+00:00,144
naqu-bange,CMFD_regional_naqu-bange,2016-02-01 00:00,-5.9,4.8,4.6,0,中,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.461523+00:00,529
naqu-seni,CMFD_regional_naqu-seni,2016-02-01 00:00,-8.1,5.5,2.9,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.461598+00:00,280
naqu-nierong,CMFD_regional_naqu-nierong,2016-02-01 00:00,-10.7,5.3,3.9,0,高,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.461659+00:00,187
naqu-anduo,CMFD_regional_naqu-anduo,2016-02-01 00:00,-14.0,5.7,4.7,0,高,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.461774+00:00,1872
naqu-shenzha,CMFD_regional_naqu-shenzha,2016-02-01 00:00,-7.0,6.7,5.5,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.461847+00:00,440
changdu-karuo,CMFD_regional_changdu-karuo,2016-02-01 00:00,-5.5,7.7,1.7,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.461910+00:00,208
changdu-luolong,CMFD_regional_changdu-luolong,2016-02-01 00:00,-5.6,14.6,2.9,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.461966+00:00,140
changdu-leiwuqi,CMFD_regional_changdu-leiwuqi,2016-02-01 00:00,-5.5,7.1,2.1,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.462022+00:00,120
changdu-jiangda,CMFD_regional_changdu-jiangda,2016-02-01 00:00,-6.3,3.6,1.7,0,中,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.462080+00:00,256
rikaze-xietongmen,CMFD_regional_rikaze-xietongmen,2016-02-01 00:00,-4.9,4.2,4.2,0,中,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.462141+00:00,209
rikaze-jiangzi,CMFD_regional_rikaze-jiangzi,2016-02-01 00:00,-1.0,1.9,3.7,0,中,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.462197+00:00,77
rikaze-kangma,CMFD_regional_rikaze-kangma,2016-02-01 00:00,-3.6,2.3,4.1,0,中,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.462251+00:00,84
rikaze-zhongba,CMFD_regional_rikaze-zhongba,2016-02-01 00:00,-11.0,5.9,4.7,0,高,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.462335+00:00,702
shannan-cuona,CMFD_regional_shannan-cuona,2016-02-01 00:00,2.6,7.5,1.7,0,低,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.462425+00:00,480
ali-gaize,CMFD_regional_ali-gaize,2016-02-01 00:00,-14.1,5.2,4.7,0,高,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.462531+00:00,1892
yushu-chengduo,CMFD_regional_yushu-chengduo,2016-02-01 00:00,-11.2,3.4,2.7,0,高,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.462602+00:00,323
yushu-zaduo,CMFD_regional_yushu-zaduo,2016-02-01 00:00,-10.5,3.8,3.5,0,高,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.462669+00:00,578
guoluo-maqin,CMFD_regional_guoluo-maqin,2016-02-01 00:00,-11.4,5.0,2.4,0,高,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.462736+00:00,352
guoluo-jiuzhi,CMFD_regional_guoluo-jiuzhi,2016-02-01 00:00,-8.7,16.2,2.4,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.462797+00:00,150
haibei-gangcha,CMFD_regional_haibei-gangcha,2016-02-01 00:00,-11.3,2.5,3.8,0,高,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.462857+00:00,144
huangnan-zeku,CMFD_regional_huangnan-zeku,2016-02-01 00:00,-10.7,2.3,2.5,0,高,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.462915+00:00,112
ganzi-shiqu,CMFD_regional_ganzi-shiqu,2016-02-01 00:00,-11.2,4.1,2.4,0,高,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.462977+00:00,380
ganzi-seda,CMFD_regional_ganzi-seda,2016-02-01 00:00,-8.4,5.9,2.4,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.463034+00:00,208
aba-hongyuan,CMFD_regional_aba-hongyuan,2016-02-01 00:00,-5.5,11.3,2.1,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.463091+00:00,196
gannan-luqu,CMFD_regional_gannan-luqu,2016-02-01 00:00,-7.8,8.4,2.7,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.463146+00:00,80
linzhi-bayi,CMFD_regional_linzhi-bayi,2016-02-01 00:00,-3.9,6.0,2.3,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.463200+00:00,144
naqu-bange,CMFD_regional_naqu-bange,2016-03-01 00:00,-4.3,21.5,3.7,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.470408+00:00,529
naqu-seni,CMFD_regional_naqu-seni,2016-03-01 00:00,-5.0,18.5,2.6,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.470495+00:00,280
naqu-nierong,CMFD_regional_naqu-nierong,2016-03-01 00:00,-6.6,16.3,3.7,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.470560+00:00,187
naqu-anduo,CMFD_regional_naqu-anduo,2016-03-01 00:00,-8.8,16.6,4.5,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.470661+00:00,1872
naqu-shenzha,CMFD_regional_naqu-shenzha,2016-03-01 00:00,-5.1,19.6,4.4,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.470730+00:00,440
changdu-karuo,CMFD_regional_changdu-karuo,2016-03-01 00:00,-2.0,16.4,1.8,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.470794+00:00,208
changdu-luolong,CMFD_regional_changdu-luolong,2016-03-01 00:00,-2.5,18.2,2.9,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.470851+00:00,140
changdu-leiwuqi,CMFD_regional_changdu-leiwuqi,2016-03-01 00:00,-2.2,12.5,2.2,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.470913+00:00,120
changdu-jiangda,CMFD_regional_changdu-jiangda,2016-03-01 00:00,-2.6,17.8,1.8,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.470977+00:00,256
rikaze-xietongmen,CMFD_regional_rikaze-xietongmen,2016-03-01 00:00,-3.5,20.2,3.5,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.471037+00:00,209
rikaze-jiangzi,CMFD_regional_rikaze-jiangzi,2016-03-01 00:00,-0.5,11.7,3.5,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.471093+00:00,77
rikaze-kangma,CMFD_regional_rikaze-kangma,2016-03-01 00:00,-3.0,16.6,3.9,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.471147+00:00,84
rikaze-zhongba,CMFD_regional_rikaze-zhongba,2016-03-01 00:00,-7.2,36.2,4.3,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.471241+00:00,702
shannan-cuona,CMFD_regional_shannan-cuona,2016-03-01 00:00,6.6,37.0,2.0,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.471322+00:00,480
ali-gaize,CMFD_regional_ali-gaize,2016-03-01 00:00,-8.1,20.1,4.5,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.471440+00:00,1892
yushu-chengduo,CMFD_regional_yushu-chengduo,2016-03-01 00:00,-6.7,18.2,3.0,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.471511+00:00,323
yushu-zaduo,CMFD_regional_yushu-zaduo,2016-03-01 00:00,-7.0,17.9,3.3,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.471581+00:00,578
guoluo-maqin,CMFD_regional_guoluo-maqin,2016-03-01 00:00,-5.8,17.2,2.5,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.471645+00:00,352
guoluo-jiuzhi,CMFD_regional_guoluo-jiuzhi,2016-03-01 00:00,-4.0,26.4,2.5,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.471710+00:00,150
haibei-gangcha,CMFD_regional_haibei-gangcha,2016-03-01 00:00,-4.5,13.6,3.7,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.471773+00:00,144
huangnan-zeku,CMFD_regional_huangnan-zeku,2016-03-01 00:00,-3.9,19.9,2.5,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.471832+00:00,112
ganzi-shiqu,CMFD_regional_ganzi-shiqu,2016-03-01 00:00,-6.3,32.8,2.8,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.471899+00:00,380
ganzi-seda,CMFD_regional_ganzi-seda,2016-03-01 00:00,-3.9,16.0,2.6,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.471963+00:00,208
aba-hongyuan,CMFD_regional_aba-hongyuan,2016-03-01 00:00,-0.9,28.1,2.4,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.472021+00:00,196
gannan-luqu,CMFD_regional_gannan-luqu,2016-03-01 00:00,-1.7,19.2,2.8,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.472083+00:00,80
linzhi-bayi,CMFD_regional_linzhi-bayi,2016-03-01 00:00,-1.1,30.4,2.1,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.472150+00:00,144
naqu-bange,CMFD_regional_naqu-bange,2016-04-01 00:00,0.3,40.3,3.7,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.479875+00:00,529
naqu-seni,CMFD_regional_naqu-seni,2016-04-01 00:00,-1.0,38.1,2.5,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.479979+00:00,280
naqu-nierong,CMFD_regional_naqu-nierong,2016-04-01 00:00,-2.9,57.0,3.4,0,中,高,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.480073+00:00,187
naqu-anduo,CMFD_regional_naqu-anduo,2016-04-01 00:00,-5.2,43.5,3.9,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.480269+00:00,1872
naqu-shenzha,CMFD_regional_naqu-shenzha,2016-04-01 00:00,-0.3,39.0,4.9,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.480359+00:00,440
changdu-karuo,CMFD_regional_changdu-karuo,2016-04-01 00:00,1.7,64.1,1.9,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.480428+00:00,208
changdu-luolong,CMFD_regional_changdu-luolong,2016-04-01 00:00,-0.7,59.8,2.5,0,中,高,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.480492+00:00,140
changdu-leiwuqi,CMFD_regional_changdu-leiwuqi,2016-04-01 00:00,1.2,50.6,2.3,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.480571+00:00,120
changdu-jiangda,CMFD_regional_changdu-jiangda,2016-04-01 00:00,1.2,50.6,1.9,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.480643+00:00,256
rikaze-xietongmen,CMFD_regional_rikaze-xietongmen,2016-04-01 00:00,1.5,35.3,4.5,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.480722+00:00,209
rikaze-jiangzi,CMFD_regional_rikaze-jiangzi,2016-04-01 00:00,4.2,19.9,3.7,0,低,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.480804+00:00,77
rikaze-kangma,CMFD_regional_rikaze-kangma,2016-04-01 00:00,1.4,28.4,4.1,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.480887+00:00,84
rikaze-zhongba,CMFD_regional_rikaze-zhongba,2016-04-01 00:00,-2.2,17.9,5.8,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.481010+00:00,702
shannan-cuona,CMFD_regional_shannan-cuona,2016-04-01 00:00,8.8,106.0,1.9,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.481109+00:00,480
ali-gaize,CMFD_regional_ali-gaize,2016-04-01 00:00,-3.8,20.7,4.8,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.481265+00:00,1892
yushu-chengduo,CMFD_regional_yushu-chengduo,2016-04-01 00:00,-2.1,35.5,2.8,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.481340+00:00,323
yushu-zaduo,CMFD_regional_yushu-zaduo,2016-04-01 00:00,-2.9,45.0,3.0,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.481414+00:00,578
guoluo-maqin,CMFD_regional_guoluo-maqin,2016-04-01 00:00,-1.1,52.4,2.5,0,中,高,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.481492+00:00,352
guoluo-jiuzhi,CMFD_regional_guoluo-jiuzhi,2016-04-01 00:00,0.6,52.8,2.5,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.481560+00:00,150
haibei-gangcha,CMFD_regional_haibei-gangcha,2016-04-01 00:00,0.3,36.0,3.5,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.481635+00:00,144
huangnan-zeku,CMFD_regional_huangnan-zeku,2016-04-01 00:00,0.9,51.1,2.3,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.481704+00:00,112
ganzi-shiqu,CMFD_regional_ganzi-shiqu,2016-04-01 00:00,-1.9,45.9,2.8,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.481782+00:00,380
ganzi-seda,CMFD_regional_ganzi-seda,2016-04-01 00:00,0.4,54.7,2.5,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.481855+00:00,208
aba-hongyuan,CMFD_regional_aba-hongyuan,2016-04-01 00:00,2.5,101.7,2.1,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.481929+00:00,196
gannan-luqu,CMFD_regional_gannan-luqu,2016-04-01 00:00,2.4,24.6,2.6,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.481991+00:00,80
linzhi-bayi,CMFD_regional_linzhi-bayi,2016-04-01 00:00,1.2,120.9,1.7,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.482062+00:00,144
naqu-bange,CMFD_regional_naqu-bange,2016-05-01 00:00,3.0,50.9,3.3,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.489534+00:00,529
naqu-seni,CMFD_regional_naqu-seni,2016-05-01 00:00,2.5,59.8,2.5,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.489610+00:00,280
naqu-nierong,CMFD_regional_naqu-nierong,2016-05-01 00:00,0.9,47.5,3.0,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.489679+00:00,187
naqu-anduo,CMFD_regional_naqu-anduo,2016-05-01 00:00,-0.9,57.4,3.7,0,中,高,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.489802+00:00,1872
naqu-shenzha,CMFD_regional_naqu-shenzha,2016-05-01 00:00,2.8,48.9,3.6,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.489876+00:00,440
changdu-karuo,CMFD_regional_changdu-karuo,2016-05-01 00:00,6.5,38.8,2.0,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.489941+00:00,208
changdu-luolong,CMFD_regional_changdu-luolong,2016-05-01 00:00,3.2,37.9,2.6,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.490005+00:00,140
changdu-leiwuqi,CMFD_regional_changdu-leiwuqi,2016-05-01 00:00,6.0,34.7,2.3,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.490069+00:00,120
changdu-jiangda,CMFD_regional_changdu-jiangda,2016-05-01 00:00,5.8,43.5,1.9,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.490131+00:00,256
rikaze-xietongmen,CMFD_regional_rikaze-xietongmen,2016-05-01 00:00,3.9,59.1,2.6,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.490210+00:00,209
rikaze-jiangzi,CMFD_regional_rikaze-jiangzi,2016-05-01 00:00,5.7,24.3,3.7,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.490272+00:00,77
rikaze-kangma,CMFD_regional_rikaze-kangma,2016-05-01 00:00,3.2,27.3,4.4,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.490331+00:00,84
rikaze-zhongba,CMFD_regional_rikaze-zhongba,2016-05-01 00:00,2.3,40.1,3.7,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.490425+00:00,702
shannan-cuona,CMFD_regional_shannan-cuona,2016-05-01 00:00,12.1,107.9,1.9,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.490515+00:00,480
ali-gaize,CMFD_regional_ali-gaize,2016-05-01 00:00,0.2,70.7,3.3,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.490623+00:00,1892
